,Word,Conc.M,Conc.SD
12355,sponsor,3.28,1.67
12356,sponsorship,2.6,1.3
12357,spontaneity,1.7,1.14
12358,spook,3.14,1.36
12359,spool,4.62,0.9
12360,spoon,4.96,0.19
12361,spoonful,4.43,0.84
12362,spore,4.14,1.16
12363,sport,3.48,1.5
12364,sports,3.79,1.21
12365,sportscast,4.03,1.12
12366,sportscaster,4.52,0.92
12367,sportsman,4.44,0.89
12368,sportsmanship,1.97,1.12
12369,sportswear,4.46,0.84
12370,sportswoman,4.32,1.09
12371,sportswriter,3.93,1.48
12372,spot,4.21,1.11
12373,spotlight,4.63,0.61
12374,spotter,3.88,1.34
12375,spousal,2.52,1.08
12376,spouse,3.85,1.32
12377,sprain,3.79,0.99
12378,sprawl,3.3,1.38
12379,spray,4.5,0.95
12380,sprayer,4.62,0.64
12381,spreader,3.72,1.36
12382,spreadsheet,4.52,0.95
12383,spree,2.92,1.44
12384,sprig,4.29,1.27
12385,spring,3.89,1.12
12386,springboard,4.24,1.3
12387,springtime,3.09,1.42
12388,sprinkler,4.89,0.32
12389,sprint,4.14,0.95
12390,sprinter,4.13,1.26
12391,sprite,3.86,1.35
12392,sprocket,4.58,0.76
12393,spud,4.76,0.66
12394,spunk,2.44,1.42
12395,spur,4.57,0.94
12396,spurt,3.27,1.36
12397,spy,4.14,1.06
12398,spyglass,4.79,0.62
12399,spyware,3.5,1.48
12400,squabble,2.63,1.18
12401,squad,3.65,1.16
12402,squadron,3.48,1.42
12403,squall,3.04,1.34
12404,squalor,2.78,1.37
12405,square,4.33,0.84
12406,squash,4.7,0.78
12407,squat,4.32,0.85
12408,squatter,3.67,1.12
12409,squaw,4.08,1.29
12410,squawker,3.68,1.31
12411,squeaker,3.58,1.55
12412,squealer,3.52,1.37
12413,squeegee,4.75,0.84
12414,squeezer,4.21,0.94
12415,squelching,2.77,1.23
12416,squid,4.71,0.71
12417,squiggle,3.88,1.34
12418,squire,4.16,1.25
12419,squirrel,4.89,0.42
12420,stability,2.41,1.02
12421,stabilization,2.0,1.44
12422,stabilizer,3.25,1.29
12423,stableman,4.73,0.53
12424,stack,4.3,1.18
12425,stadium,4.79,0.57
12426,staff,4.36,0.99
12427,staffer,3.46,1.48
12428,staffing,2.62,1.24
12429,stag,4.39,0.88
12430,stage,4.64,0.91
12431,stagecoach,4.93,0.37
12432,stagger,3.57,1.43
12433,staggers,3.23,1.33
12434,staging,2.89,1.48
12435,stagnation,2.19,1.06
12436,stain,4.59,0.64
12437,stair,4.93,0.38
12438,staircase,4.66,1.04
12439,stairs,5.0,0.0
12440,stairway,4.83,0.59
12441,stairwell,4.85,0.36
12442,stake,4.21,1.26
12443,stakeout,3.38,1.42
12444,stalagmite,4.36,1.22
12445,stalemate,2.41,1.31
12446,stalker,3.93,0.77
12447,stallion,4.72,0.84
12448,stamen,3.75,1.62
12449,stamina,2.81,1.2
12450,stamp,4.7,0.6
12451,stampede,3.89,1.03
12452,stance,4.04,1.16
12453,standardization,1.93,1.21
12454,standby,2.34,1.26
12455,standoff,2.93,1.27
12456,standoffish,2.36,1.04
12457,standout,2.85,1.41
12458,standpoint,1.71,0.98
12459,standstill,2.39,1.29
12460,standup,3.62,1.36
12461,stanza,3.29,1.55
12462,staph,3.33,1.61
12463,staple,4.34,1.32
12464,stapler,4.62,1.13
12465,star,4.69,0.62
12466,starboard,3.24,1.56
12467,starch,4.29,1.05
12468,stardom,2.26,1.16
12469,stardust,3.08,1.55
12470,starfish,4.9,0.4
12471,stargazer,4.1,1.21
12472,starlet,4.46,0.64
12473,starlight,4.34,0.77
12474,starship,4.0,1.33
12475,starstruck,1.89,0.92
12476,starter,3.38,1.31
12477,startup,2.24,1.12
12478,starvation,2.42,1.42
12479,stash,3.73,1.26
12480,state,3.52,1.45
12481,statehood,2.66,1.45
12482,statehouse,4.14,1.15
12483,statement,2.96,1.17
12484,stateroom,4.5,0.98
12485,stateside,3.08,1.57
12486,statesman,3.76,1.38
12487,statesmanship,1.69,0.84
12488,station,4.32,1.16
12489,stationery,4.29,1.3
12490,stationmaster,4.22,1.05
12491,statistic,2.88,1.54
12492,statistician,3.88,1.45
12493,statistics,3.39,1.47
12494,statue,4.93,0.26
12495,statuette,4.54,0.98
12496,stature,2.32,1.09
12497,status,2.24,1.43
12498,statute,3.88,1.51
12499,stead,2.76,1.54
12500,steadfastness,1.36,0.78
12501,steadiness,2.65,1.4
12502,steak,4.96,0.19
12503,steakhouse,4.79,0.41
12504,stealer,3.63,1.5
12505,stealth,2.76,1.27
12506,steam,4.5,0.79
12507,steamboat,4.9,0.31
12508,steamer,4.11,1.28
12509,steamroller,4.79,0.77
12510,steamship,4.63,0.88
12511,steel,4.87,0.35
12512,steelworker,4.44,1.22
12513,steelworks,4.3,0.84
12514,steeple,4.74,0.53
12515,steering,4.0,1.21
12516,steersman,4.28,0.89
12517,stegosaurus,4.8,0.82
12518,stem,4.63,0.79
12519,stemware,4.46,1.17
12520,stench,3.85,1.29
12521,stencil,4.83,0.59
12522,stenographer,4.3,1.17
12523,stenography,3.3,1.56
12524,stepbrother,4.67,0.73
12525,stepchild,4.33,1.0
12526,stepdaughter,4.07,1.22
12527,stepfather,4.0,1.46
12528,stepladder,4.67,1.03
12529,stepmother,4.23,1.38
12530,stepparent,3.89,1.34
12531,stepper,3.84,1.21
12532,steppingstone,4.18,1.02
12533,steps,4.39,1.23
12534,stepsister,4.32,1.28
12535,stepson,3.68,1.47
12536,stepstool,4.44,1.0
12537,stereo,4.63,0.63
12538,stereotype,2.0,1.31
12539,stereotyping,2.71,1.46
12540,sterility,2.28,1.19
12541,sterilization,3.24,1.38
12542,sterilizer,3.96,1.26
12543,sterling,3.93,1.24
12544,stern,2.86,1.43
12545,sternness,2.11,1.28
12546,sternum,4.69,0.93
12547,steroids,4.52,0.85
12548,stethoscope,4.86,0.44
12549,stew,4.43,1.04
12550,steward,4.07,1.16
12551,stewardess,4.31,1.14
12552,stewardship,2.54,1.21
12553,stewpot,4.7,0.72
12554,stickball,4.41,1.02
12555,sticker,4.67,0.62
12556,stickers,4.85,0.46
12557,stickiness,3.9,1.37
12558,stickler,2.46,1.42
12559,stickman,4.22,1.28
12560,sticks,4.83,0.66
12561,stickup,3.5,1.45
12562,stiffness,2.93,1.27
12563,stigma,1.76,0.97
12564,stigmatism,2.86,1.53
12565,stiletto,4.74,0.53
12566,stillness,2.4,1.38
12567,stilt,4.5,0.92
12568,stimulant,4.08,1.13
12569,stimulation,2.44,1.45
12570,stimulator,3.4,1.3
12571,stimuli,2.59,1.55
12572,stimulus,3.04,1.34
12573,sting,4.41,1.01
12574,stinger,4.3,1.02
12575,stinginess,1.78,1.01
12576,stinker,2.81,1.33
12577,stinkweed,3.88,1.36
12578,stint,2.83,1.44
12579,stipend,3.46,1.43
12580,stipulation,2.33,1.33
12581,stirrer,3.83,1.13
12582,stirrup,4.9,0.31
12583,stitching,4.48,0.89
12584,stock,4.19,0.8
12585,stockade,4.46,0.99
12586,stockbroker,4.32,0.94
12587,stocker,3.62,1.5
12588,stockholder,3.97,1.13
12589,stocking,4.86,0.35
12590,stockings,4.62,0.98
12591,stockpile,3.83,1.29
12592,stockroom,4.61,0.74
12593,stocks,3.97,1.16
12594,stockyard,4.58,0.81
12595,stoicism,2.2,1.26
12596,stoma,3.92,1.5
12597,stomach,4.89,0.42
12598,stomachache,3.46,1.29
12599,stone,4.72,0.84
12600,stonecutter,4.63,0.63
12601,stonemason,4.56,0.7
12602,stonemasonry,3.36,1.5
12603,stoneware,4.66,0.86
12604,stonework,4.25,1.0
12605,stooge,3.31,1.65
12606,stool,4.9,0.31
12607,stoplight,4.66,0.97
12608,stoppage,2.92,1.26
12609,stopper,4.83,0.38
12610,stopwatch,4.92,0.27
12611,storage,3.47,1.2
12612,store,4.5,0.65
12613,storefront,4.0,1.36
12614,storehouse,4.62,0.86
12615,storekeeper,4.69,0.76
12616,storeroom,4.5,1.04
12617,storm,4.7,0.67
12618,storminess,3.19,1.36
12619,story,3.3,1.49
12620,storyboard,4.45,0.87
12621,storybook,4.92,0.27
12622,storyline,2.78,1.37
12623,storyteller,3.88,1.07
12624,storytelling,3.84,1.14
12625,storywriter,4.27,0.83
12626,stout,3.41,1.45
12627,stoutness,3.4,1.19
12628,stove,4.96,0.19
12629,stovepipe,4.88,0.33
12630,stowaway,3.72,1.22
12631,straggler,3.57,1.26
12632,straightedge,4.07,1.33
12633,straightforwardness,1.82,1.22
12634,straightjacket,4.69,0.93
12635,straightness,3.26,1.36
12636,strain,3.0,1.31
12637,strainer,4.46,1.26
12638,strait,4.04,1.34
12639,straitjacket,4.73,0.69
12640,strand,4.1,1.32
12641,strangeness,2.11,1.22
12642,stranger,3.76,1.39
12643,stranglehold,3.08,1.28
12644,strangler,3.77,1.21
12645,strangulation,3.95,1.21
12646,strap,4.79,0.49
12647,strategist,3.14,1.56
12648,strategy,1.93,1.16
12649,stratosphere,3.46,1.37
12650,stratus,3.63,1.52
12651,straw,4.77,0.65
12652,strawberry,5.0,0.0
12653,streak,3.67,1.09
12654,streaker,4.24,1.23
12655,stream,4.5,1.06
12656,streamer,4.12,1.21
12657,streamliner,3.5,1.53
12658,street,4.75,0.76
12659,streetcar,4.89,0.42
12660,streetlamp,4.92,0.39
12661,streetlight,4.82,0.61
12662,streets,4.77,0.63
12663,streetwalker,4.33,1.09
12664,strength,2.96,1.43
12665,strep,3.46,1.48
12666,stress,2.62,1.32
12667,stressor,1.96,1.3
12668,stretcher,4.56,0.93
12669,strictness,1.91,0.95
12670,stride,3.81,1.14
12671,strider,2.91,1.2
12672,strife,2.2,1.45
12673,strikeout,3.83,1.03
12674,striker,3.73,1.43
12675,string,4.76,0.58
12676,stringency,1.5,0.88
12677,strings,4.75,0.9
12678,strip,3.75,1.29
12679,stripe,4.72,0.61
12680,striper,3.88,1.14
12681,stripper,4.78,0.51
12682,striptease,3.72,1.36
12683,strobe,4.15,1.06
12684,stroganoff,4.63,0.67
12685,stroke,4.1,0.94
12686,stroll,3.97,1.27
12687,stroller,4.96,0.19
12688,strongbox,4.79,0.51
12689,stronghold,2.81,1.41
12690,strongman,3.96,1.26
12691,strongpoint,2.39,1.37
12692,structure,4.03,1.43
12693,strudel,4.12,1.26
12694,struggle,2.79,1.42
12695,stub,4.4,0.77
12696,stubble,4.54,0.65
12697,stubbornness,2.36,1.25
12698,stucco,4.64,1.06
12699,stud,4.0,1.17
12700,student,4.92,0.28
12701,studio,4.55,0.91
12702,studiousness,2.14,1.11
12703,study,3.7,1.44
12704,stuff,3.13,1.38
12705,stuffer,3.27,1.34
12706,stuffiness,2.32,1.22
12707,stuffing,4.57,0.92
12708,stump,4.78,0.8
12709,stumper,2.08,1.2
12710,stun,3.14,1.41
12711,stunner,3.25,1.35
12712,stunt,3.24,1.41
12713,stuntman,4.52,0.63
12714,stupidity,2.55,1.38
12715,stupor,2.7,1.37
12716,sturgeon,4.52,0.95
12717,sty,4.19,1.39
12718,style,2.67,1.37
12719,styling,3.03,1.25
12720,stylist,4.08,1.38
12721,stylus,4.42,1.14
12722,sub,3.46,1.59
12723,subbasement,4.36,1.22
12724,subchapter,2.86,1.38
12725,subcommittee,3.55,1.27
12726,subcompact,2.92,1.2
12727,subconscious,1.57,1.1
12728,subcontinent,3.93,1.33
12729,subcontract,2.48,1.42
12730,subcontractor,3.83,1.28
12731,subculture,2.14,1.33
12732,subdivision,3.89,1.31
12733,subfloor,3.86,1.46
12734,subhuman,2.62,1.36
12735,subject,3.14,1.68
12736,subjection,1.7,0.82
12737,subjectivity,1.33,0.88
12738,subjugation,1.92,0.97
12739,subjunctive,1.72,1.21
12740,sublet,3.04,1.53
12741,sublevel,3.14,1.43
12742,sublimation,2.0,1.23
12743,sublimity,1.41,0.67
12744,submarine,4.8,0.61
12745,submariner,4.35,1.13
12746,submergence,2.39,1.37
12747,submerse,3.24,1.27
12748,submersion,2.67,1.36
12749,submission,3.0,1.36
12750,submitter,3.3,1.2
12751,subordination,2.12,1.36
12752,subpar,1.96,1.14
12753,subplot,2.55,1.48
12754,subpoena,3.46,1.55
12755,subroutine,3.0,1.52
12756,subscriber,3.31,1.62
12757,subscription,3.22,1.53
12758,subsection,2.62,1.12
12759,subservience,1.58,1.03
12760,subset,2.41,1.45
12761,subsidiary,2.96,1.67
12762,subsidy,2.16,1.46
12763,subsistence,2.28,1.4
12764,subsoil,4.3,1.2
12765,subspecialty,2.0,1.2
12766,subspecies,3.11,1.55
12767,substance,3.44,1.42
12768,substantiation,2.0,1.22
12769,substation,3.88,1.31
12770,substitute,2.82,1.52
12771,substitution,2.52,1.53
12772,substructure,3.89,1.23
12773,subsurface,3.41,1.39
12774,subsystem,3.21,1.42
12775,subtext,2.59,1.62
12776,subtitle,3.84,1.31
12777,subtleness,1.7,0.82
12778,subtlety,1.54,0.81
12779,subtraction,2.83,1.34
12780,subtype,2.25,1.38
12781,suburb,3.76,1.27
12782,suburbanite,3.0,1.44
12783,suburbanizing,2.54,1.26
12784,suburbia,3.31,1.37
12785,subversion,2.15,1.03
12786,subway,4.86,0.36
12787,subzero,3.7,1.26
12788,success,2.21,1.37
12789,succession,1.73,1.01
12790,successor,3.29,1.41
12791,sucker,3.79,1.52
12792,suckerfish,4.52,0.85
12793,suction,3.96,1.32
12794,suddenness,2.15,1.26
12795,suds,4.59,0.93
12796,suede,4.24,1.33
12797,sufferer,3.13,1.52
12798,sufficiency,1.81,0.88
12799,suffix,3.61,1.55
12800,suffocation,3.41,1.12
12801,suffrage,2.38,1.42
12802,sugar,4.87,0.47
12803,sugarcane,4.89,0.32
12804,sugarcoat,2.46,1.32
12805,sugarplum,4.59,0.95
12806,suggestibility,1.79,0.99
12807,suggestion,2.23,1.14
12808,suicide,3.59,1.18
12809,suit,4.97,0.19
12810,suitability,1.58,0.95
12811,suitcase,4.97,0.18
12812,suite,4.16,1.11
12813,suitor,3.77,1.45
12814,sulfate,3.86,1.41
12815,sulfide,3.81,1.52
12816,sulfite,4.07,1.3
12817,sulfur,4.43,0.94
12818,sulphate,3.52,1.53
12819,sulphur,4.23,1.25
12820,sultan,4.31,1.11
12821,sum,2.89,1.5
12822,summarization,2.45,1.38
12823,summary,3.03,1.35
12824,summation,2.35,1.11
12825,summer,3.64,1.28
12826,summerhouse,4.54,0.92
12827,summertime,2.96,1.53
12828,summit,4.21,1.2
12829,summons,2.97,1.38
12830,sumo,3.64,1.29
12831,sun,4.83,0.6
12832,sunbath,4.17,1.12
12833,sunbather,4.72,0.7
12834,sunbeam,4.48,0.87
12835,sunbelt,3.86,1.36
12836,sunbird,4.42,1.1
12837,sunburn,4.57,0.77
12838,sunburst,3.84,1.03
12839,sundae,4.59,0.84
12840,sundeck,4.61,0.79
12841,sundial,4.72,1.03
12842,sundown,4.17,1.26
12843,sundress,4.67,0.92
12844,sundries,3.31,1.61
12845,sunfish,4.85,0.77
12846,sunflower,4.8,0.65
12847,sunglass,4.5,0.96
12848,sunglasses,4.83,0.54
12849,sunlamp,4.86,0.44
12850,sunlight,4.45,0.83
12851,sunray,4.23,0.96
12852,sunrise,4.69,0.54
12853,sunroof,4.68,0.67
12854,sunroom,4.7,0.54
12855,sunscreen,4.74,0.86
12856,sunset,4.54,0.88
12857,sunshine,4.21,0.94
12858,sunspot,4.61,0.92
12859,sunstroke,3.76,1.33
12860,sunstruck,2.73,1.15
12861,suntan,4.04,1.0
12862,supercharger,3.56,1.53
12863,supercomputer,4.0,1.11
12864,superconductivity,2.64,1.08
12865,superconductor,3.96,1.17
12866,superego,1.88,1.2
12867,superhero,4.1,1.08
12868,superhighway,4.33,1.14
12869,superimposition,2.27,1.28
12870,superintendant,4.76,0.44
12871,superintendent,4.21,1.32
12872,superiority,1.93,0.87
12873,supermarket,4.57,1.1
12874,supermodel,4.33,0.92
12875,supermom,2.86,1.33
12876,supernova,3.78,1.45
12877,superpower,2.87,1.41
12878,superstar,3.36,1.39
12879,superstition,2.07,1.28
12880,superstore,4.38,0.82
12881,superstructure,3.72,1.34
12882,supertanker,4.75,0.53
12883,supervision,2.19,1.22
12884,supervisor,4.26,0.86
12885,superwoman,4.1,1.35
12886,supper,4.63,0.72
12887,suppertime,3.66,1.45
12888,supplement,3.07,1.54
12889,suppleness,2.84,1.49
12890,supplication,2.29,1.2
12891,supplier,3.41,1.18
12892,supply,3.43,1.4
12893,support,2.83,1.29
12894,supporter,3.26,1.2
12895,supposition,1.77,0.96
12896,suppository,4.37,1.22
12897,suppressant,3.13,1.48
12898,suppresser,2.93,1.41
12899,suppression,2.31,1.28
12900,suppressor,2.93,1.36
12901,supremacist,3.19,1.33
12902,supremacy,1.9,1.05
12903,surcharge,2.8,1.58
12904,surefire,2.07,1.27
12905,surety,2.16,1.4
12906,surf,4.57,0.86
12907,surface,4.26,1.13
12908,surfboard,4.57,1.22
12909,surfer,4.73,0.78
12910,surge,2.78,1.28
12911,surgeon,4.54,0.64
12912,surgery,4.34,0.97
12913,surliness,1.67,0.96
12914,surname,2.79,1.63
12915,surprise,3.24,1.46
12916,surrealism,2.27,1.51
12917,surrogacy,2.38,1.43
12918,surrogate,2.83,1.28
12919,surroundings,3.88,1.24
12920,surveillance,3.11,1.53
12921,survey,4.08,1.19
12922,surveyor,3.85,1.38
12923,survivability,1.71,1.01
12924,survival,2.34,1.45
12925,survivalist,3.07,1.31
12926,survivor,3.33,1.15
12927,survivorship,2.08,1.35
12928,susceptibility,1.6,0.87
12929,sushi,4.96,0.19
12930,suspect,2.59,1.58
12931,suspender,4.54,0.99
12932,suspenders,4.68,1.06
12933,suspense,1.85,1.32
12934,suspension,3.17,1.36
12935,suspicion,1.62,0.9
12936,suspiciousness,1.86,1.19
12937,sustainability,1.69,0.85
12938,sustainer,2.6,1.57
12939,sustenance,2.26,1.42
12940,suture,4.15,1.16
12941,swaddling,3.4,1.5
12942,swag,3.14,1.53
12943,swagger,2.69,1.47
12944,swallower,3.4,1.71
12945,swamp,4.96,0.19
12946,swampland,4.32,1.18
12947,swarm,3.97,1.13
12948,swashbuckler,4.16,1.14
12949,swastika,4.29,1.23
12950,swat,4.27,1.17
12951,swatch,4.62,0.64
12952,swatter,4.04,1.18
12953,swearer,3.37,1.36
12954,sweat,4.71,0.71
12955,sweatband,4.37,1.28
12956,sweatbox,3.83,1.47
12957,sweater,4.78,0.8
12958,sweathouse,4.35,0.89
12959,sweatpants,4.68,1.06
12960,sweatshirt,4.93,0.37
12961,sweatshop,4.07,1.23
12962,sweatsuit,4.86,0.44
12963,sweeper,4.31,0.97
12964,sweepings,3.96,1.09
12965,sweepstake,3.29,1.24
12966,sweetcorn,4.75,0.65
12967,sweetener,4.48,0.81
12968,sweetheart,2.79,1.57
12969,sweetie,2.54,1.48
12970,sweetness,2.83,1.46
12971,sweetshop,4.59,0.69
12972,swiftness,2.71,1.44
12973,swimmer,4.77,0.5
12974,swimming,4.44,0.97
12975,swimsuit,4.78,0.58
12976,swimwear,4.82,0.48
12977,swindle,2.68,1.54
12978,swindler,3.37,1.47
12979,swine,4.5,1.11
12980,swinger,3.29,1.38
12981,swirl,3.93,1.31
12982,switchblade,5.0,0.0
12983,switchboard,4.61,0.88
12984,switcheroo,2.17,1.2
12985,switchover,2.65,1.34
12986,sword,4.93,0.37
12987,swordfish,4.89,0.42
12988,swordplay,4.09,1.15
12989,swordsman,4.7,0.54
12990,swordsmanship,2.96,1.45
12991,swordswoman,4.12,1.34
12992,sycamore,4.48,1.18
12993,syllable,3.26,1.58
12994,syllabus,4.07,1.39
12995,symbiosis,2.48,1.12
12996,symbol,3.11,1.37
12997,symbolism,1.41,0.69
12998,symmetry,2.79,1.5
12999,sympathizer,3.0,1.49
13000,sympathy,1.88,1.16
13001,symphony,4.21,1.1
13002,symposium,3.58,1.41
13003,symptom,3.19,1.24
13004,synagogue,4.54,0.84
13005,synapse,3.61,1.29
13006,sync,2.38,1.3
13007,synch,2.79,1.47
13008,synchronicity,1.85,1.26
13009,synchronization,2.62,1.38
13010,synchronizer,3.38,1.58
13011,syndicate,2.33,1.14
13012,syndication,2.41,1.31
13013,syndrome,2.48,1.34
13014,synergy,1.48,0.99
13015,synonym,3.1,1.61
13016,synopses,2.37,1.31
13017,synopsis,2.76,1.35
13018,syntax,2.08,1.32
13019,synthesis,1.54,0.95
13020,synthesizer,4.04,1.26
13021,syphilis,3.93,1.41
13022,syringe,4.81,0.57
13023,syringes,4.79,0.62
13024,syrup,4.76,0.79
13025,system,2.94,1.31
13026,tab,4.14,1.25
13027,tabernacle,4.04,1.23
13028,table,4.9,0.41
13029,tablecloth,4.85,0.77
13030,tables,4.89,0.58
13031,tablespoon,5.0,0.0
13032,tablespoonful,4.24,1.13
13033,tablet,4.82,0.61
13034,tabletop,4.78,0.8
13035,tableware,4.65,0.63
13036,taboo,1.67,1.07
13037,tabulation,2.7,1.55
13038,tachometer,3.93,1.39
13039,tack,4.5,1.14
13040,tackiness,2.42,1.53
13041,tackler,3.65,1.2
13042,taco,4.93,0.37
13043,tact,1.76,1.12
13044,tactic,2.1,1.37
13045,tactician,3.72,1.02
13046,tactics,2.48,1.21
13047,tad,2.09,1.44
13048,tadpole,4.86,0.44
13049,taffy,4.79,0.83
13050,tag,4.25,1.04
13051,tagalong,3.38,1.33
13052,tail,4.96,0.19
13053,tailbone,4.76,0.69
13054,tailcoat,4.67,0.64
13055,tailgate,3.93,1.33
13056,tailgater,4.52,0.87
13057,taillight,4.86,0.59
13058,tailor,4.67,0.68
13059,tailpipe,4.59,0.95
13060,tailspin,3.59,1.22
13061,tailwind,3.08,1.53
13062,taint,2.19,1.39
13063,takeaway,3.15,1.41
13064,takedown,3.72,0.92
13065,takeoff,3.41,1.45
13066,takeout,4.04,1.14
13067,takeover,2.83,1.44
13068,taker,2.3,1.2
13069,takings,2.26,0.94
13070,talc,4.32,1.28
13071,tale,3.23,1.48
13072,talent,2.19,1.14
13073,tales,2.85,1.59
13074,talisman,4.15,1.12
13075,talkativeness,2.96,1.45
13076,talker,4.39,0.99
13077,tallness,3.07,1.44
13078,talon,4.8,0.48
13079,tamale,4.86,0.76
13080,tambourine,4.86,0.74
13081,tamer,2.64,1.45
13082,tampon,4.86,0.58
13083,tan,4.29,0.82
13084,tandem,3.16,1.55
13085,tang,4.42,0.86
13086,tangent,2.08,1.38
13087,tanginess,2.46,1.56
13088,tango,4.1,1.14
13089,tank,4.8,0.55
13090,tanker,4.68,0.85
13091,tannery,4.18,1.25
13092,tantrum,3.37,1.25
13093,tap,4.29,1.05
13094,tape,4.9,0.31
13095,taper,3.56,1.5
13096,tapestry,4.52,0.99
13097,tapeworm,4.93,0.38
13098,tapioca,4.64,0.78
13099,tapper,3.42,1.41
13100,taps,3.75,1.17
13101,tar,4.78,0.58
13102,tarantula,4.83,0.66
13103,tardiness,2.47,1.25
13104,target,4.11,1.13
13105,tariff,3.38,1.45
13106,tarmac,4.8,0.82
13107,tarot,3.4,1.44
13108,tarp,4.85,0.78
13109,tart,3.27,1.54
13110,task,2.84,1.28
13111,taskmaster,3.46,1.38
13112,tassel,4.73,0.67
13113,taste,4.07,1.39
13114,tastelessness,1.64,1.03
13115,taster,3.55,1.45
13116,tasting,3.6,1.0
13117,tatters,3.09,1.38
13118,tattler,3.0,1.44
13119,tattletale,3.52,1.58
13120,tattoo,4.71,0.53
13121,tattooer,4.55,0.78
13122,tattooist,4.74,0.53
13123,tautness,2.42,1.5
13124,tavern,4.78,0.42
13125,tax,3.89,1.4
13126,taxation,2.67,1.32
13127,taxi,4.93,0.26
13128,taxicab,5.0,0.0
13129,taxidermist,4.27,1.15
13130,taxidermy,3.68,1.31
13131,taxis,4.3,1.46
13132,taxman,4.07,1.26
13133,taxpayer,4.14,0.94
13134,tea,4.69,0.97
13135,teabag,4.82,0.48
13136,teacher,4.52,0.74
13137,teacup,4.92,0.28
13138,teahouse,4.57,0.84
13139,teakettle,4.97,0.19
13140,teakwood,4.62,0.75
13141,teal,4.07,1.3
13142,team,3.79,1.34
13143,teammate,4.15,0.86
13144,teamster,3.88,1.19
13145,teamwork,2.37,1.15
13146,teapot,4.96,0.19
13147,teardown,3.81,1.2
13148,teardrop,4.56,1.01
13149,teargas,3.84,1.49
13150,tearjerker,2.97,1.38
13151,tearoom,4.58,0.86
13152,teaser,2.93,1.36
13153,teashop,4.86,0.36
13154,teaspoon,4.76,0.58
13155,teaspoonful,4.27,0.83
13156,teat,4.38,1.24
13157,teatime,3.11,1.42
13158,tech,3.03,1.4
13159,techie,2.93,1.52
13160,technicality,1.93,1.21
13161,technician,4.1,1.29
13162,technique,2.4,1.32
13163,techno,2.96,1.34
13164,technology,3.24,1.41
13165,tediousness,2.0,1.08
13166,tee,4.59,0.91
13167,teen,4.16,1.16
13168,teenager,4.34,1.04
13169,teens,3.69,1.26
13170,teenybopper,2.95,1.5
13171,teepee,4.59,0.91
13172,teeth,4.96,0.19
13173,teething,3.58,1.33
13174,teetotaler,3.04,1.4
13175,teflon,4.74,0.53
13176,telecast,4.08,1.35
13177,telecommunication,3.0,1.34
13178,telecommuter,3.85,1.05
13179,teleconference,3.59,1.38
13180,telegram,4.63,0.88
13181,telegraph,4.59,0.87
13182,telegrapher,4.17,1.1
13183,telekinesis,2.64,1.54
13184,telemarketer,4.62,0.64
13185,telepath,2.89,1.6
13186,telepathy,2.17,1.28
13187,telephone,4.96,0.19
13188,telephoto,3.93,1.25
13189,teleportation,3.07,1.21
13190,teleprompter,4.81,0.49
13191,telescope,5.0,0.0
13192,telethon,3.89,1.22
13193,televangelism,3.0,1.35
13194,televangelist,4.04,1.29
13195,television,4.83,0.76
13196,teller,4.38,0.8
13197,telltale,2.33,1.41
13198,temp,2.92,1.23
13199,temper,2.56,1.19
13200,temperament,1.96,1.32
13201,temperance,2.1,1.01
13202,temperature,3.71,1.41
13203,tempest,3.17,1.47
13204,template,4.19,1.02
13205,temple,4.53,0.72
13206,tempo,2.81,1.0
13207,temptation,1.84,1.29
13208,temptress,3.08,1.38
13209,tempura,4.12,1.3
13210,tenacity,1.41,0.63
13211,tenancy,2.36,1.43
13212,tenant,4.55,0.95
13213,tendency,1.83,1.23
13214,tenderfoot,2.74,1.23
13215,tenderizer,3.93,1.19
13216,tenderloin,4.39,1.13
13217,tenderness,2.06,1.15
13218,tendon,4.47,0.97
13219,tendonitis,3.83,1.23
13220,tenement,3.58,1.67
13221,tenet,3.2,1.55
13222,tennis,4.43,1.07
13223,tenor,3.04,1.28
13224,tenseness,2.33,1.21
13225,tension,2.6,1.3
13226,tent,4.96,0.19
13227,tentacle,4.46,1.17
13228,tentmaker,4.52,1.05
13229,tenure,2.42,1.21
13230,tepee,4.85,0.77
13231,tequila,4.77,0.65
13232,terabyte,3.26,1.29
13233,teriyaki,4.74,0.71
13234,term,2.82,1.42
13235,terminal,3.86,1.3
13236,termination,2.47,1.2
13237,terminator,3.57,1.23
13238,terminology,2.0,1.19
13239,termite,4.7,0.95
13240,terrace,4.67,0.62
13241,terracotta,4.29,1.2
13242,terrain,4.27,0.83
13243,terrarium,4.55,1.02
13244,terrier,4.62,0.98
13245,territorialism,2.04,1.07
13246,territoriality,1.59,0.93
13247,territory,3.41,1.5
13248,terror,2.43,1.48
13249,terrorism,2.79,1.29
13250,terrycloth,4.55,0.95
13251,terseness,1.92,1.02
13252,test,3.93,1.47
13253,testament,2.7,1.56
13254,tester,3.88,1.09
13255,testes,4.54,1.14
13256,testicle,4.59,0.98
13257,testimonial,2.92,1.6
13258,testimony,3.21,1.42
13259,testiness,2.07,1.07
13260,testosterone,3.79,1.54
13261,testy,2.0,1.16
13262,tetanus,4.19,1.1
13263,tetherball,4.74,0.59
13264,text,4.93,0.26
13265,textbook,4.86,0.44
13266,textile,4.23,1.17
